U, C_V, P, R
0.557890, 0.820544, 0.675727, 0.557890
0.557793, 0.820487, 0.675650, 0.557793
0.557696, 0.820430, 0.675572, 0.557696
0.557601, 0.820372, 0.675494, 0.557601
0.557505, 0.820315, 0.675416, 0.557505
0.557408, 0.820257, 0.675338, 0.557408
0.557312, 0.820200, 0.675259, 0.557312
0.557215, 0.820143, 0.675182, 0.557215
0.557118, 0.820085, 0.675104, 0.557118
0.557022, 0.820028, 0.675027, 0.557022
0.556925, 0.819971, 0.674949, 0.556925
0.556828, 0.819913, 0.674872, 0.556828
0.556728, 0.819856, 0.674794, 0.556728
0.556627, 0.819799, 0.674715, 0.556627
0.556525, 0.819741, 0.674636, 0.556525
0.556422, 0.819684, 0.674558, 0.556422
0.556320, 0.819626, 0.674480, 0.556320
0.556218, 0.819569, 0.674402, 0.556218
0.556115, 0.819512, 0.674323, 0.556115
0.556012, 0.819454, 0.674245, 0.556012
0.555910, 0.819397, 0.674168, 0.555910
0.555811, 0.819339, 0.674091, 0.555811
0.555713, 0.819282, 0.674014, 0.555713
0.555615, 0.819225, 0.673938, 0.555615
0.555516, 0.819167, 0.673861, 0.555516
0.555417, 0.819110, 0.673784, 0.555417
0.555317, 0.819052, 0.673707, 0.555317
0.555216, 0.818995, 0.673630, 0.555216
0.555118, 0.818937, 0.673554, 0.555118
0.555021, 0.818880, 0.673478, 0.555021
0.554925, 0.818823, 0.673402, 0.554925
0.554828, 0.818765, 0.673327, 0.554828
0.554732, 0.818708, 0.673251, 0.554732
0.554636, 0.818650, 0.673176, 0.554636
0.554539, 0.818593, 0.673100, 0.554539
0.554442, 0.818535, 0.673024, 0.554442
0.554344, 0.818478, 0.672948, 0.554344
0.554246, 0.818420, 0.672872, 0.554246
0.554147, 0.818363, 0.672796, 0.554147
0.554048, 0.818305, 0.672719, 0.554048
0.553946, 0.818248, 0.672642, 0.553946
0.553844, 0.818191, 0.672565, 0.553844
0.553741, 0.818133, 0.672488, 0.553741
0.553640, 0.818076, 0.672412, 0.553640
0.553540, 0.818018, 0.672337, 0.553540
0.553440, 0.817961, 0.672261, 0.553440
0.553341, 0.817903, 0.672184, 0.553341
0.553242, 0.817846, 0.672109, 0.553242
0.553143, 0.817788, 0.672033, 0.553143
0.553045, 0.817731, 0.671957, 0.553045
0.552946, 0.817673, 0.671881, 0.552946
0.552847, 0.817615, 0.671805, 0.552847
0.552749, 0.817558, 0.671729, 0.552749
0.552651, 0.817500, 0.671652, 0.552651
0.552552, 0.817443, 0.671575, 0.552552
0.552454, 0.817385, 0.671499, 0.552454
0.552357, 0.817328, 0.671422, 0.552357
0.552260, 0.817270, 0.671346, 0.552260
0.552162, 0.817213, 0.671269, 0.552162
0.552065, 0.817155, 0.671191, 0.552065
0.551969, 0.817098, 0.671113, 0.551969
0.551872, 0.817040, 0.671036, 0.551872
0.551775, 0.816982, 0.670959, 0.551775
0.551678, 0.816925, 0.670881, 0.551678
0.551582, 0.816867, 0.670804, 0.551582
0.551486, 0.816810, 0.670727, 0.551486
0.551391, 0.816752, 0.670649, 0.551391
0.551297, 0.816694, 0.670572, 0.551297
0.551203, 0.816637, 0.670494, 0.551203
0.551111, 0.816579, 0.670417, 0.551111
0.551018, 0.816522, 0.670340, 0.551018
0.550925, 0.816464, 0.670263, 0.550925
0.550831, 0.816406, 0.670186, 0.550831
0.550735, 0.816349, 0.670108, 0.550735
0.550638, 0.816291, 0.670029, 0.550638
0.550540, 0.816233, 0.669950, 0.550540
0.550442, 0.816176, 0.669872, 0.550442
0.550343, 0.816118, 0.669793, 0.550343
0.550242, 0.816061, 0.669714, 0.550242
0.550142, 0.816003, 0.669636, 0.550142
0.550042, 0.815945, 0.669558, 0.550042
0.549942, 0.815888, 0.669479, 0.549942
0.549843, 0.815830, 0.669401, 0.549843
0.549744, 0.815772, 0.669323, 0.549744
0.549647, 0.815714, 0.669244, 0.549647
0.549552, 0.815657, 0.669165, 0.549552
0.549456, 0.815599, 0.669086, 0.549456
0.549359, 0.815541, 0.669007, 0.549359
0.549263, 0.815484, 0.668928, 0.549263
0.549167, 0.815426, 0.668848, 0.549167
0.549072, 0.815368, 0.668769, 0.549072
0.548978, 0.815311, 0.668690, 0.548978
0.548884, 0.815253, 0.668612, 0.548884
0.548790, 0.815195, 0.668534, 0.548790
0.548696, 0.815137, 0.668456, 0.548696
0.548601, 0.815080, 0.668378, 0.548601
0.548505, 0.815022, 0.668300, 0.548505
0.548408, 0.814964, 0.668223, 0.548408
0.548310, 0.814906, 0.668145, 0.548310
0.548214, 0.814849, 0.668068, 0.548214
0.548118, 0.814791, 0.667991, 0.548118
0.548023, 0.814733, 0.667915, 0.548023
0.547927, 0.814675, 0.667839, 0.547927
0.547831, 0.814617, 0.667762, 0.547831
0.547736, 0.814560, 0.667686, 0.547736
0.547640, 0.814502, 0.667610, 0.547640
0.547545, 0.814444, 0.667533, 0.547545
0.547450, 0.814386, 0.667457, 0.547450
0.547354, 0.814328, 0.667382, 0.547354
0.547259, 0.814271, 0.667306, 0.547259
0.547165, 0.814213, 0.667231, 0.547165
0.547070, 0.814155, 0.667155, 0.547070
0.546975, 0.814097, 0.667078, 0.546975
0.546879, 0.814039, 0.667001, 0.546879
0.546784, 0.813982, 0.666925, 0.546784
0.546689, 0.813924, 0.666848, 0.546689
0.546595, 0.813866, 0.666771, 0.546595
0.546501, 0.813808, 0.666695, 0.546501
0.546407, 0.813750, 0.666618, 0.546407
0.546314, 0.813692, 0.666541, 0.546314
0.546222, 0.813635, 0.666465, 0.546222
0.546129, 0.813577, 0.666389, 0.546129
0.546038, 0.813519, 0.666312, 0.546038
0.545948, 0.813461, 0.666235, 0.545948
0.545857, 0.813403, 0.666159, 0.545857
0.545766, 0.813345, 0.666083, 0.545766
0.545674, 0.813288, 0.666006, 0.545674
0.545583, 0.813230, 0.665929, 0.545583
0.545490, 0.813172, 0.665853, 0.545490
0.545395, 0.813114, 0.665775, 0.545395
0.545302, 0.813056, 0.665698, 0.545302
0.545208, 0.812998, 0.665621, 0.545208
0.545115, 0.812940, 0.665544, 0.545115
0.545023, 0.812882, 0.665467, 0.545023
0.544930, 0.812825, 0.665391, 0.544930
0.544837, 0.812767, 0.665315, 0.544837
0.544747, 0.812709, 0.665240, 0.544747
0.544655, 0.812651, 0.665165, 0.544655
0.544564, 0.812593, 0.665089, 0.544564
0.544472, 0.812535, 0.665014, 0.544472
0.544380, 0.812477, 0.664937, 0.544380
0.544288, 0.812419, 0.664861, 0.544288
0.544196, 0.812361, 0.664784, 0.544196
0.544104, 0.812304, 0.664708, 0.544104
0.544010, 0.812246, 0.664632, 0.544010
0.543917, 0.812188, 0.664556, 0.543917
0.543823, 0.812130, 0.664480, 0.543823
0.543728, 0.812072, 0.664403, 0.543728
0.543634, 0.812014, 0.664327, 0.543634
0.543542, 0.811956, 0.664250, 0.543542
0.543450, 0.811898, 0.664174, 0.543450
0.543356, 0.811840, 0.664097, 0.543356
0.543264, 0.811782, 0.664021, 0.543264
0.543171, 0.811724, 0.663945, 0.543171
0.543077, 0.811666, 0.663869, 0.543077
0.542984, 0.811608, 0.663793, 0.542984
0.542892, 0.811551, 0.663716, 0.542892
0.542800, 0.811493, 0.663639, 0.542800
0.542708, 0.811435, 0.663562, 0.542708
0.542617, 0.811377, 0.663485, 0.542617
0.542526, 0.811319, 0.663409, 0.542526
0.542435, 0.811261, 0.663331, 0.542435
0.542343, 0.811203, 0.663254, 0.542343
0.542250, 0.811145, 0.663176, 0.542250
0.542156, 0.811087, 0.663099, 0.542156
0.542062, 0.811029, 0.663021, 0.542062
0.541966, 0.810971, 0.662944, 0.541966
0.541869, 0.810913, 0.662866, 0.541869
0.541771, 0.810855, 0.662788, 0.541771
0.541673, 0.810797, 0.662710, 0.541673
0.541577, 0.810739, 0.662632, 0.541577
0.541480, 0.810681, 0.662554, 0.541480
0.541385, 0.810623, 0.662477, 0.541385
0.541291, 0.810565, 0.662401, 0.541291
0.541197, 0.810507, 0.662324, 0.541197
0.541105, 0.810449, 0.662248, 0.541105
0.541013, 0.810391, 0.662173, 0.541013
0.540919, 0.810333, 0.662096, 0.540919
0.540823, 0.810275, 0.662020, 0.540823
0.540728, 0.810217, 0.661943, 0.540728
0.540632, 0.810159, 0.661867, 0.540632
0.540539, 0.810100, 0.661791, 0.540539
0.540444, 0.810042, 0.661715, 0.540444
0.540351, 0.809984, 0.661640, 0.540351
0.540256, 0.809926, 0.661564, 0.540256
0.540162, 0.809868, 0.661488, 0.540162
0.540067, 0.809810, 0.661413, 0.540067
0.539974, 0.809752, 0.661338, 0.539974
0.539881, 0.809694, 0.661262, 0.539881
0.539789, 0.809636, 0.661186, 0.539789
0.539696, 0.809578, 0.661110, 0.539696
0.539604, 0.809520, 0.661034, 0.539604
0.539512, 0.809461, 0.660958, 0.539512
0.539420, 0.809403, 0.660883, 0.539420
0.539328, 0.809345, 0.660808, 0.539328
0.539236, 0.809287, 0.660732, 0.539236
0.539143, 0.809229, 0.660657, 0.539143
0.539050, 0.809171, 0.660581, 0.539050
0.538960, 0.809113, 0.660506, 0.538960
0.538869, 0.809054, 0.660431, 0.538869
0.538778, 0.808996, 0.660355, 0.538778
0.538686, 0.808938, 0.660279, 0.538686
0.538593, 0.808880, 0.660203, 0.538593
0.538499, 0.808822, 0.660125, 0.538499
0.538405, 0.808763, 0.660048, 0.538405
0.538311, 0.808705, 0.659971, 0.538311
0.538218, 0.808647, 0.659894, 0.538218
0.538126, 0.808589, 0.659817, 0.538126
0.538030, 0.808530, 0.659739, 0.538030
0.537934, 0.808472, 0.659661, 0.537934
0.537838, 0.808414, 0.659583, 0.537838
0.537741, 0.808356, 0.659504, 0.537741
0.537643, 0.808297, 0.659425, 0.537643
0.537546, 0.808239, 0.659345, 0.537546
0.537448, 0.808181, 0.659266, 0.537448
0.537350, 0.808122, 0.659186, 0.537350
0.537252, 0.808064, 0.659106, 0.537252
0.537152, 0.808006, 0.659026, 0.537152
0.537054, 0.807948, 0.658947, 0.537054
0.536953, 0.807889, 0.658867, 0.536953
0.536853, 0.807831, 0.658787, 0.536853
0.536751, 0.807773, 0.658707, 0.536751
0.536649, 0.807714, 0.658626, 0.536649
0.536547, 0.807656, 0.658546, 0.536547
0.536446, 0.807598, 0.658465, 0.536446
0.536346, 0.807539, 0.658384, 0.536346
0.536246, 0.807481, 0.658304, 0.536246
0.536148, 0.807422, 0.658223, 0.536148
0.536049, 0.807364, 0.658143, 0.536049
0.535951, 0.807306, 0.658063, 0.535951
0.535855, 0.807247, 0.657983, 0.535855
0.535757, 0.807189, 0.657903, 0.535757
0.535660, 0.807131, 0.657823, 0.535660
0.535562, 0.807072, 0.657743, 0.535562
0.535468, 0.807014, 0.657663, 0.535468
0.535373, 0.806955, 0.657583, 0.535373
0.535280, 0.806897, 0.657503, 0.535280
0.535189, 0.806839, 0.657425, 0.535189
0.535099, 0.806780, 0.657346, 0.535099
0.535012, 0.806722, 0.657268, 0.535012
0.534925, 0.806663, 0.657190, 0.534925
0.534840, 0.806605, 0.657112, 0.534840
0.534756, 0.806546, 0.657033, 0.534756
0.534674, 0.806488, 0.656954, 0.534674
0.534593, 0.806429, 0.656875, 0.534593
0.534513, 0.806371, 0.656797, 0.534513
0.534433, 0.806313, 0.656718, 0.534433
0.534353, 0.806254, 0.656639, 0.534353
0.534272, 0.806196, 0.656560, 0.534272
0.534191, 0.806137, 0.656482, 0.534191
0.534109, 0.806079, 0.656403, 0.534109
0.534028, 0.806020, 0.656324, 0.534028
0.533946, 0.805962, 0.656246, 0.533946
0.533865, 0.805903, 0.656167, 0.533865
0.533784, 0.805845, 0.656089, 0.533784
0.533703, 0.805786, 0.656010, 0.533703
0.533621, 0.805728, 0.655932, 0.533621
0.533539, 0.805669, 0.655853, 0.533539
0.533457, 0.805611, 0.655775, 0.533457
0.533375, 0.805552, 0.655697, 0.533375
0.533294, 0.805494, 0.655618, 0.533294
0.533215, 0.805435, 0.655541, 0.533215
0.533136, 0.805377, 0.655463, 0.533136
0.533056, 0.805318, 0.655385, 0.533056
0.532977, 0.805260, 0.655308, 0.532977
0.532897, 0.805201, 0.655231, 0.532897
0.532817, 0.805143, 0.655154, 0.532817
0.532735, 0.805084, 0.655077, 0.532735
0.532653, 0.805026, 0.654999, 0.532653
0.532572, 0.804967, 0.654922, 0.532572
0.532490, 0.804909, 0.654844, 0.532490
0.532409, 0.804850, 0.654766, 0.532409
0.532328, 0.804792, 0.654689, 0.532328
0.532248, 0.804733, 0.654612, 0.532248
0.532167, 0.804674, 0.654535, 0.532167
0.532084, 0.804616, 0.654457, 0.532084
0.532001, 0.804557, 0.654380, 0.532001
0.531920, 0.804499, 0.654303, 0.531920
0.531838, 0.804440, 0.654226, 0.531838
0.531757, 0.804382, 0.654150, 0.531757
0.531679, 0.804323, 0.654074, 0.531679
0.531600, 0.804265, 0.653999, 0.531600
0.531521, 0.804206, 0.653923, 0.531521
0.531443, 0.804147, 0.653848, 0.531443
0.531366, 0.804089, 0.653773, 0.531366
0.531290, 0.804030, 0.653698, 0.531290
0.531213, 0.803972, 0.653623, 0.531213
0.531136, 0.803913, 0.653548, 0.531136
0.531060, 0.803854, 0.653473, 0.531060
0.530985, 0.803796, 0.653397, 0.530985
0.530911, 0.803737, 0.653322, 0.530911
0.530836, 0.803679, 0.653247, 0.530836
0.530761, 0.803620, 0.653172, 0.530761
0.530686, 0.803561, 0.653097, 0.530686
0.530610, 0.803503, 0.653022, 0.530610
0.530532, 0.803444, 0.652947, 0.530532
0.530453, 0.803386, 0.652871, 0.530453
0.530373, 0.803327, 0.652795, 0.530373
0.530294, 0.803268, 0.652718, 0.530294
0.530214, 0.803210, 0.652640, 0.530214
0.530134, 0.803151, 0.652562, 0.530134
0.530055, 0.803092, 0.652484, 0.530055
0.529977, 0.803034, 0.652405, 0.529977
0.529899, 0.802975, 0.652327, 0.529899
0.529821, 0.802916, 0.652250, 0.529821
0.529742, 0.802858, 0.652172, 0.529742
0.529662, 0.802799, 0.652095, 0.529662
0.529582, 0.802740, 0.652017, 0.529582
0.529500, 0.802682, 0.651940, 0.529500
0.529420, 0.802623, 0.651862, 0.529420
0.529341, 0.802564, 0.651785, 0.529341
0.529262, 0.802506, 0.651708, 0.529262
0.529184, 0.802447, 0.651631, 0.529184
0.529107, 0.802388, 0.651555, 0.529107
0.529029, 0.802329, 0.651478, 0.529029
0.528952, 0.802271, 0.651401, 0.528952
0.528878, 0.802212, 0.651323, 0.528878
0.528802, 0.802153, 0.651245, 0.528802
0.528726, 0.802094, 0.651168, 0.528726
0.528651, 0.802036, 0.651090, 0.528651
0.528576, 0.801977, 0.651013, 0.528576
0.528501, 0.801918, 0.650935, 0.528501
0.528428, 0.801859, 0.650858, 0.528428
0.528354, 0.801801, 0.650782, 0.528354
0.528281, 0.801742, 0.650705, 0.528281
0.528206, 0.801683, 0.650628, 0.528206
0.528130, 0.801624, 0.650553, 0.528130
0.528054, 0.801565, 0.650477, 0.528054
0.527975, 0.801507, 0.650401, 0.527975
0.527897, 0.801448, 0.650325, 0.527897
0.527818, 0.801389, 0.650248, 0.527818
0.527740, 0.801330, 0.650172, 0.527740
0.527662, 0.801271, 0.650096, 0.527662
0.527584, 0.801212, 0.650020, 0.527584
0.527507, 0.801154, 0.649944, 0.527507
0.527430, 0.801095, 0.649869, 0.527430
0.527353, 0.801036, 0.649793, 0.527353
0.527276, 0.800977, 0.649718, 0.527276
0.527200, 0.800918, 0.649642, 0.527200
0.527124, 0.800859, 0.649568, 0.527124
0.527048, 0.800801, 0.649493, 0.527048
0.526971, 0.800742, 0.649419, 0.526971
0.526895, 0.800683, 0.649344, 0.526895
0.526821, 0.800624, 0.649271, 0.526821
0.526746, 0.800565, 0.649197, 0.526746
0.526670, 0.800506, 0.649122, 0.526670
0.526593, 0.800447, 0.649048, 0.526593
0.526515, 0.800388, 0.648974, 0.526515
0.526439, 0.800329, 0.648900, 0.526439
0.526362, 0.800270, 0.648826, 0.526362
0.526287, 0.800211, 0.648753, 0.526287
0.526212, 0.800153, 0.648679, 0.526212
0.526135, 0.800094, 0.648606, 0.526135
0.526060, 0.800035, 0.648531, 0.526060
0.525984, 0.799976, 0.648457, 0.525984
0.525909, 0.799917, 0.648382, 0.525909
0.525833, 0.799858, 0.648308, 0.525833
0.525756, 0.799799, 0.648234, 0.525756
0.525679, 0.799740, 0.648159, 0.525679
0.525603, 0.799681, 0.648084, 0.525603
0.525528, 0.799622, 0.648009, 0.525528
0.525454, 0.799563, 0.647935, 0.525454
0.525381, 0.799504, 0.647860, 0.525381
0.525308, 0.799445, 0.647785, 0.525308
0.525234, 0.799386, 0.647711, 0.525234
0.525160, 0.799327, 0.647635, 0.525160
0.525087, 0.799268, 0.647560, 0.525087
0.525013, 0.799208, 0.647485, 0.525013
0.524939, 0.799149, 0.647411, 0.524939
0.524865, 0.799090, 0.647336, 0.524865
0.524791, 0.799031, 0.647261, 0.524791
0.524716, 0.798972, 0.647187, 0.524716
0.524642, 0.798913, 0.647113, 0.524642
0.524567, 0.798854, 0.647039, 0.524567
0.524491, 0.798795, 0.646965, 0.524491
0.524415, 0.798736, 0.646890, 0.524415
0.524337, 0.798677, 0.646816, 0.524337
0.524258, 0.798617, 0.646741, 0.524258
0.524179, 0.798558, 0.646667, 0.524179
0.524102, 0.798499, 0.646593, 0.524102
0.524025, 0.798440, 0.646520, 0.524025
0.523950, 0.798381, 0.646447, 0.523950
0.523873, 0.798322, 0.646374, 0.523873
0.523795, 0.798262, 0.646301, 0.523795
0.523716, 0.798203, 0.646227, 0.523716
0.523637, 0.798144, 0.646153, 0.523637
0.523560, 0.798085, 0.646080, 0.523560
0.523481, 0.798026, 0.646007, 0.523481
0.523403, 0.797966, 0.645933, 0.523403
0.523325, 0.797907, 0.645860, 0.523325
0.523245, 0.797848, 0.645787, 0.523245
0.523166, 0.797789, 0.645714, 0.523166
0.523087, 0.797729, 0.645641, 0.523087
0.523005, 0.797670, 0.645568, 0.523005
0.522926, 0.797611, 0.645496, 0.522926
0.522846, 0.797551, 0.645423, 0.522846
0.522766, 0.797492, 0.645352, 0.522766
0.522688, 0.797433, 0.645280, 0.522688
0.522610, 0.797373, 0.645210, 0.522610
0.522533, 0.797314, 0.645139, 0.522533
0.522456, 0.797255, 0.645069, 0.522456
0.522382, 0.797195, 0.644998, 0.522382
0.522308, 0.797136, 0.644928, 0.522308
0.522233, 0.797077, 0.644856, 0.522233
0.522157, 0.797017, 0.644785, 0.522157
0.522082, 0.796958, 0.644714, 0.522082
0.522005, 0.796899, 0.644642, 0.522005
0.521928, 0.796839, 0.644571, 0.521928
0.521853, 0.796780, 0.644499, 0.521853
0.521776, 0.796720, 0.644427, 0.521776
0.521698, 0.796661, 0.644355, 0.521698
0.521621, 0.796601, 0.644283, 0.521621
0.521543, 0.796542, 0.644211, 0.521543
0.521464, 0.796483, 0.644139, 0.521464
0.521383, 0.796423, 0.644066, 0.521383
0.521304, 0.796364, 0.643993, 0.521304
0.521225, 0.796304, 0.643920, 0.521225
0.521146, 0.796245, 0.643847, 0.521146
0.521066, 0.796185, 0.643773, 0.521066
0.520986, 0.796126, 0.643700, 0.520986
0.520905, 0.796066, 0.643626, 0.520905
0.520823, 0.796007, 0.643552, 0.520823
0.520740, 0.795947, 0.643478, 0.520740
0.520657, 0.795888, 0.643403, 0.520657
0.520575, 0.795828, 0.643327, 0.520575
0.520492, 0.795768, 0.643252, 0.520492
0.520409, 0.795709, 0.643177, 0.520409
0.520325, 0.795649, 0.643101, 0.520325
0.520242, 0.795590, 0.643026, 0.520242
0.520157, 0.795530, 0.642950, 0.520157
0.520072, 0.795471, 0.642874, 0.520072
0.519984, 0.795411, 0.642798, 0.519984
0.519896, 0.795351, 0.642722, 0.519896
0.519809, 0.795292, 0.642645, 0.519809
0.519723, 0.795232, 0.642569, 0.519723
0.519638, 0.795172, 0.642493, 0.519638
0.519553, 0.795113, 0.642417, 0.519553
0.519469, 0.795053, 0.642340, 0.519469
0.519387, 0.794994, 0.642264, 0.519387
0.519305, 0.794934, 0.642187, 0.519305
0.519223, 0.794874, 0.642109, 0.519223
0.519143, 0.794815, 0.642031, 0.519143
0.519062, 0.794755, 0.641953, 0.519062
0.518983, 0.794695, 0.641876, 0.518983
0.518902, 0.794635, 0.641799, 0.518902
0.518821, 0.794576, 0.641721, 0.518821
0.518741, 0.794516, 0.641643, 0.518741
0.518661, 0.794456, 0.641565, 0.518661
0.518581, 0.794397, 0.641487, 0.518581
0.518499, 0.794337, 0.641410, 0.518499
0.518419, 0.794277, 0.641333, 0.518419
0.518339, 0.794217, 0.641256, 0.518339
0.518258, 0.794158, 0.641179, 0.518258
0.518175, 0.794098, 0.641101, 0.518175
0.518093, 0.794038, 0.641024, 0.518093
0.518010, 0.793978, 0.640946, 0.518010
0.517928, 0.793918, 0.640868, 0.517928
0.517847, 0.793859, 0.640790, 0.517847
0.517768, 0.793799, 0.640712, 0.517768
0.517688, 0.793739, 0.640634, 0.517688
0.517608, 0.793679, 0.640555, 0.517608
0.517529, 0.793619, 0.640477, 0.517529
0.517451, 0.793560, 0.640398, 0.517451
0.517373, 0.793500, 0.640320, 0.517373
0.517294, 0.793440, 0.640242, 0.517294
0.517215, 0.793380, 0.640164, 0.517215
0.517137, 0.793320, 0.640087, 0.517137
0.517058, 0.793260, 0.640009, 0.517058
0.516981, 0.793200, 0.639932, 0.516981
0.516905, 0.793141, 0.639854, 0.516905
0.516832, 0.793081, 0.639776, 0.516832
0.516760, 0.793021, 0.639699, 0.516760
0.516689, 0.792961, 0.639621, 0.516689
0.516617, 0.792901, 0.639543, 0.516617
0.516544, 0.792841, 0.639466, 0.516544
0.516472, 0.792781, 0.639389, 0.516472
0.516400, 0.792721, 0.639313, 0.516400
0.516327, 0.792661, 0.639236, 0.516327
0.516254, 0.792601, 0.639160, 0.516254
0.516182, 0.792541, 0.639083, 0.516182
0.516109, 0.792481, 0.639006, 0.516109
0.516034, 0.792421, 0.638929, 0.516034
0.515960, 0.792361, 0.638853, 0.515960
0.515885, 0.792301, 0.638777, 0.515885
0.515808, 0.792241, 0.638700, 0.515808
0.515732, 0.792181, 0.638623, 0.515732
0.515657, 0.792121, 0.638548, 0.515657
0.515582, 0.792061, 0.638472, 0.515582
0.515508, 0.792001, 0.638397, 0.515508
0.515434, 0.791941, 0.638322, 0.515434
0.515362, 0.791881, 0.638246, 0.515362
0.515289, 0.791821, 0.638170, 0.515289
0.515214, 0.791761, 0.638095, 0.515214
0.515140, 0.791701, 0.638019, 0.515140
0.515066, 0.791641, 0.637944, 0.515066
0.514991, 0.791581, 0.637869, 0.514991
0.514918, 0.791521, 0.637793, 0.514918
0.514844, 0.791461, 0.637717, 0.514844
0.514770, 0.791401, 0.637641, 0.514770
0.514696, 0.791341, 0.637565, 0.514696
0.514622, 0.791281, 0.637489, 0.514622
0.514551, 0.791221, 0.637413, 0.514551
0.514480, 0.791161, 0.637336, 0.514480
0.514411, 0.791101, 0.637260, 0.514411
0.514343, 0.791041, 0.637184, 0.514343
0.514273, 0.790980, 0.637108, 0.514273
0.514201, 0.790920, 0.637030, 0.514201
0.514129, 0.790860, 0.636953, 0.514129
0.514058, 0.790800, 0.636876, 0.514058
0.513987, 0.790740, 0.636798, 0.513987
0.513914, 0.790680, 0.636722, 0.513914
0.513839, 0.790620, 0.636645, 0.513839
0.513766, 0.790560, 0.636570, 0.513766
0.513695, 0.790499, 0.636494, 0.513695
0.513622, 0.790439, 0.636417, 0.513622
0.513548, 0.790379, 0.636341, 0.513548
0.513476, 0.790319, 0.636265, 0.513476
0.513405, 0.790259, 0.636189, 0.513405
0.513332, 0.790199, 0.636112, 0.513332
0.513261, 0.790138, 0.636036, 0.513261
0.513188, 0.790078, 0.635959, 0.513188
0.513117, 0.790018, 0.635883, 0.513117
0.513046, 0.789958, 0.635806, 0.513046
0.512976, 0.789898, 0.635730, 0.512976
0.512905, 0.789837, 0.635653, 0.512905
0.512835, 0.789777, 0.635577, 0.512835
0.512764, 0.789717, 0.635499, 0.512764
0.512695, 0.789657, 0.635422, 0.512695
0.512626, 0.789596, 0.635345, 0.512626
0.512558, 0.789536, 0.635267, 0.512558
0.512491, 0.789476, 0.635189, 0.512491
0.512424, 0.789416, 0.635112, 0.512424
0.512358, 0.789355, 0.635033, 0.512358
0.512290, 0.789295, 0.634955, 0.512290
0.512222, 0.789235, 0.634877, 0.512222
0.512155, 0.789175, 0.634799, 0.512155
0.512087, 0.789114, 0.634720, 0.512087
0.512020, 0.789054, 0.634642, 0.512020
0.511954, 0.788994, 0.634564, 0.511954
0.511888, 0.788934, 0.634486, 0.511888
0.511823, 0.788873, 0.634409, 0.511823
0.511759, 0.788813, 0.634332, 0.511759
0.511693, 0.788753, 0.634255, 0.511693
0.511628, 0.788692, 0.634178, 0.511628
0.511564, 0.788632, 0.634102, 0.511564
0.511499, 0.788572, 0.634025, 0.511499
0.511435, 0.788511, 0.633949, 0.511435
0.511369, 0.788451, 0.633872, 0.511369
0.511305, 0.788391, 0.633795, 0.511305
0.511240, 0.788330, 0.633718, 0.511240
0.511176, 0.788270, 0.633641, 0.511176
0.511111, 0.788210, 0.633565, 0.511111
0.511047, 0.788149, 0.633488, 0.511047
0.510983, 0.788089, 0.633411, 0.510983
0.510919, 0.788029, 0.633334, 0.510919
0.510856, 0.787968, 0.633258, 0.510856
0.510794, 0.787908, 0.633181, 0.510794
0.510733, 0.787847, 0.633104, 0.510733
0.510670, 0.787787, 0.633027, 0.510670
0.510608, 0.787727, 0.632950, 0.510608
0.510546, 0.787666, 0.632873, 0.510546
0.510485, 0.787606, 0.632795, 0.510485
0.510423, 0.787545, 0.632718, 0.510423
0.510359, 0.787485, 0.632641, 0.510359
0.510297, 0.787425, 0.632564, 0.510297
0.510234, 0.787364, 0.632487, 0.510234
0.510170, 0.787304, 0.632410, 0.510170
0.510105, 0.787243, 0.632332, 0.510105
0.510040, 0.787183, 0.632255, 0.510040
0.509974, 0.787122, 0.632177, 0.509974
0.509908, 0.787062, 0.632099, 0.509908
0.509840, 0.787002, 0.632022, 0.509840
0.509772, 0.786941, 0.631944, 0.509772
0.509704, 0.786881, 0.631866, 0.509704
0.509637, 0.786820, 0.631788, 0.509637
0.509571, 0.786760, 0.631709, 0.509571
0.509506, 0.786699, 0.631632, 0.509506
0.509440, 0.786639, 0.631554, 0.509440
0.509372, 0.786578, 0.631476, 0.509372
0.509302, 0.786518, 0.631398, 0.509302
0.509233, 0.786457, 0.631320, 0.509233
0.509164, 0.786397, 0.631241, 0.509164
0.509094, 0.786336, 0.631162, 0.509094
0.509024, 0.786276, 0.631083, 0.509024
0.508953, 0.786215, 0.631004, 0.508953
0.508883, 0.786155, 0.630926, 0.508883
0.508812, 0.786094, 0.630847, 0.508812
0.508742, 0.786034, 0.630769, 0.508742
0.508672, 0.785973, 0.630691, 0.508672
0.508603, 0.785913, 0.630613, 0.508603
0.508535, 0.785852, 0.630535, 0.508535
0.508465, 0.785792, 0.630458, 0.508465
0.508393, 0.785731, 0.630381, 0.508393
0.508320, 0.785670, 0.630305, 0.508320
0.508245, 0.785610, 0.630228, 0.508245
0.508171, 0.785549, 0.630151, 0.508171
0.508096, 0.785489, 0.630074, 0.508096
0.508020, 0.785428, 0.629997, 0.508020
0.507942, 0.785368, 0.629919, 0.507942
0.507864, 0.785307, 0.629842, 0.507864
0.507788, 0.785246, 0.629765, 0.507788
0.507712, 0.785186, 0.629687, 0.507712
0.507637, 0.785125, 0.629610, 0.507637
0.507561, 0.785065, 0.629533, 0.507561
0.507486, 0.785004, 0.629455, 0.507486
0.507410, 0.784943, 0.629378, 0.507410
0.507333, 0.784883, 0.629300, 0.507333
0.507256, 0.784822, 0.629222, 0.507256
