its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
E_kin, E_pot, E_tot, <T>, T, <P>, P, a
18.430692, -534.171884, -515.741192, 722.456981, 556.977342, -0.000281, 0.002162, 3.999530
18.301175, -534.079835, -515.778660, 721.872865, 553.063318, -0.000272, 0.002256, 3.999542
18.172677, -533.986244, -515.813567, 721.279419, 549.180097, -0.000263, 0.002348, 3.999555
18.046714, -533.892641, -515.845927, 720.677002, 545.373502, -0.000254, 0.002438, 3.999568
17.924732, -533.800536, -515.875805, 720.066115, 541.687175, -0.000245, 0.002527, 3.999582
17.808069, -533.711340, -515.903271, 719.447392, 538.161603, -0.000235, 0.002614, 3.999596
17.697975, -533.626376, -515.928401, 718.821586, 534.834574, -0.000225, 0.002699, 3.999611
17.595576, -533.547017, -515.951440, 718.189554, 531.740061, -0.000215, 0.002782, 3.999626
17.501809, -533.474245, -515.972436, 717.552237, 528.906419, -0.000204, 0.002862, 3.999642
17.417419, -533.409076, -515.991657, 716.910639, 526.356126, -0.000194, 0.002940, 3.999658
17.342933, -533.352088, -516.009155, 716.265805, 524.105170, -0.000183, 0.003014, 3.999674
17.278661, -533.303933, -516.025272, 715.618795, 522.162842, -0.000172, 0.003087, 3.999691
17.224698, -533.264772, -516.040074, 714.970666, 520.532080, -0.000161, 0.003156, 3.999709
17.180922, -533.234830, -516.053908, 714.322449, 519.209178, -0.000150, 0.003222, 3.999726
17.146993, -533.213870, -516.066877, 713.675127, 518.183830, -0.000139, 0.003286, 3.999744
17.122368, -533.201545, -516.079177, 713.029616, 517.439655, -0.000127, 0.003347, 3.999763
17.106308, -533.197361, -516.091053, 712.386746, 516.954327, -0.000116, 0.003406, 3.999782
17.097929, -533.200552, -516.102622, 711.747250, 516.701122, -0.000104, 0.003462, 3.999801
17.096247, -533.210307, -516.114061, 711.111755, 516.650273, -0.000092, 0.003516, 3.999820
17.100193, -533.225702, -516.125509, 710.480774, 516.769516, -0.000080, 0.003568, 3.999840
17.108658, -533.245671, -516.137013, 709.854705, 517.025339, -0.000068, 0.003618, 3.999860
17.120538, -533.269315, -516.148777, 709.233833, 517.384361, -0.000056, 0.003666, 3.999880
17.134767, -533.295493, -516.160726, 708.618336, 517.814346, -0.000044, 0.003712, 3.999901
17.150352, -533.323293, -516.172942, 708.008294, 518.285336, -0.000032, 0.003756, 3.999922
17.166420, -533.351907, -516.185487, 707.403702, 518.770921, -0.000020, 0.003797, 3.999943
17.182225, -533.380643, -516.198418, 706.804482, 519.248540, -0.000007, 0.003836, 3.999964
17.197162, -533.408841, -516.211679, 706.210499, 519.699950, 0.000005, 0.003874, 3.999986
17.210801, -533.435967, -516.225166, 705.621580, 520.112114, 0.000017, 0.003911, 4.000008
17.222888, -533.461844, -516.238956, 705.037529, 520.477371, 0.000030, 0.003946, 4.000030
17.233336, -533.486355, -516.253019, 704.458144, 520.793123, 0.000042, 0.003980, 4.000052
17.242220, -533.509501, -516.267281, 703.883233, 521.061592, 0.000055, 0.004012, 4.000074
17.249753, -533.531462, -516.281708, 703.312627, 521.289257, 0.000067, 0.004042, 4.000097
17.256285, -533.552602, -516.296317, 702.746191, 521.486644, 0.000080, 0.004071, 4.000119
17.262258, -533.573301, -516.311043, 702.183834, 521.667154, 0.000092, 0.004097, 4.000142
17.268193, -533.594134, -516.325941, 701.625514, 521.846516, 0.000104, 0.004122, 4.000165
17.274682, -533.615579, -516.340897, 701.071246, 522.042601, 0.000117, 0.004146, 4.000189
17.282339, -533.638363, -516.356024, 700.521100, 522.273992, 0.000129, 0.004168, 4.000212
17.291776, -533.663085, -516.371309, 699.975205, 522.559198, 0.000142, 0.004190, 4.000235
17.303589, -533.690391, -516.386802, 699.433740, 522.916187, 0.000154, 0.004210, 4.000259
17.318337, -533.720905, -516.402569, 698.896935, 523.361849, 0.000167, 0.004229, 4.000283
17.336521, -533.755158, -516.418638, 698.365064, 523.911383, 0.000179, 0.004246, 4.000306
17.358584, -533.793639, -516.435054, 697.838437, 524.578133, 0.000192, 0.004262, 4.000330
17.384888, -533.836876, -516.451988, 697.317394, 525.373046, 0.000204, 0.004276, 4.000354
17.415696, -533.885080, -516.469384, 696.802293, 526.304055, 0.000216, 0.004289, 4.000378
17.451178, -533.938665, -516.487488, 696.293507, 527.376319, 0.000228, 0.004300, 4.000402
17.491407, -533.997730, -516.506323, 695.791407, 528.592057, 0.000241, 0.004310, 4.000426
17.536386, -534.062292, -516.525906, 695.296362, 529.951316, 0.000253, 0.004318, 4.000451
17.586033, -534.132510, -516.546477, 694.808729, 531.451669, 0.000265, 0.004324, 4.000475
17.640148, -534.208225, -516.568076, 694.328842, 533.087038, 0.000277, 0.004329, 4.000499
17.698420, -534.289125, -516.590705, 693.857005, 534.848016, 0.000289, 0.004332, 4.000524
17.760436, -534.375012, -516.614576, 693.393481, 536.722140, 0.000301, 0.004333, 4.000548
17.825689, -534.465425, -516.639736, 692.938483, 538.694079, 0.000313, 0.004332, 4.000572
17.893581, -534.559736, -516.666154, 692.492170, 540.745798, 0.000325, 0.004330, 4.000597
17.963445, -534.657396, -516.693951, 692.054640, 542.857100, 0.000336, 0.004326, 4.000621
18.034557, -534.757714, -516.723157, 691.625927, 545.006118, 0.000348, 0.004320, 4.000645
18.106162, -534.860015, -516.753853, 691.205997, 547.170010, 0.000359, 0.004312, 4.000670
18.177492, -534.963436, -516.785944, 690.794750, 549.325617, 0.000371, 0.004301, 4.000694
18.247771, -535.067203, -516.819432, 690.392018, 551.449452, 0.000382, 0.004289, 4.000718
18.316230, -535.170599, -516.854369, 689.997569, 553.518287, 0.000393, 0.004275, 4.000742
18.382116, -535.272753, -516.890637, 689.611109, 555.509373, 0.000404, 0.004260, 4.000766
18.444723, -535.372987, -516.928265, 689.232284, 557.401357, 0.000415, 0.004242, 4.000790
18.503416, -535.470521, -516.967104, 688.860692, 559.175080, 0.000426, 0.004223, 4.000814
18.557660, -535.564759, -517.007098, 688.495888, 560.814341, 0.000437, 0.004202, 4.000838
18.607047, -535.655214, -517.048167, 688.137396, 562.306812, 0.000448, 0.004179, 4.000861
18.651281, -535.741504, -517.090223, 687.784722, 563.643561, 0.000458, 0.004155, 4.000885
18.690183, -535.823318, -517.133135, 687.437362, 564.819194, 0.000469, 0.004128, 4.000908
18.723710, -535.900501, -517.176791, 687.094813, 565.832377, 0.000479, 0.004099, 4.000931
18.751947, -535.973027, -517.221081, 686.756585, 566.685689, 0.000489, 0.004069, 4.000954
18.775083, -536.041059, -517.265976, 686.422210, 567.384872, 0.000499, 0.004037, 4.000977
18.793407, -536.104623, -517.311216, 686.091251, 567.938638, 0.000509, 0.004004, 4.001000
18.807309, -536.164160, -517.356851, 685.763305, 568.358744, 0.000518, 0.003968, 4.001023
18.817244, -536.220002, -517.402758, 685.438015, 568.658992, 0.000528, 0.003930, 4.001045
18.823704, -536.272503, -517.448799, 685.115068, 568.854203, 0.000537, 0.003891, 4.001067
18.827199, -536.322202, -517.495003, 684.794198, 568.959832, 0.000546, 0.003851, 4.001089
18.828264, -536.369486, -517.541222, 684.475183, 568.992000, 0.000555, 0.003810, 4.001110
18.827416, -536.414843, -517.587427, 684.157851, 568.966382, 0.000564, 0.003767, 4.001132
18.825102, -536.458748, -517.633646, 683.842067, 568.896456, 0.000573, 0.003724, 4.001153
18.821715, -536.501500, -517.679785, 683.527728, 568.794088, 0.000581, 0.003679, 4.001174
18.817640, -536.543491, -517.725851, 683.214767, 568.670945, 0.000590, 0.003632, 4.001195
18.813209, -536.585032, -517.771823, 682.903142, 568.537057, 0.000598, 0.003585, 4.001215
18.808656, -536.626399, -517.817743, 682.592834, 568.399458, 0.000606, 0.003537, 4.001235
18.804139, -536.667632, -517.863493, 682.283835, 568.262936, 0.000613, 0.003488, 4.001255
18.799734, -536.708943, -517.909209, 681.976142, 568.129842, 0.000621, 0.003440, 4.001275
18.795452, -536.750224, -517.954772, 681.669756, 568.000426, 0.000628, 0.003391, 4.001294
18.791266, -536.791517, -518.000252, 681.364673, 567.873912, 0.000636, 0.003342, 4.001313
18.787124, -536.832829, -518.045704, 681.060887, 567.748765, 0.000643, 0.003292, 4.001332
18.782901, -536.873911, -518.091009, 680.758381, 567.621145, 0.000650, 0.003244, 4.001350
18.778377, -536.914565, -518.136188, 680.457121, 567.484425, 0.000657, 0.003195, 4.001369
18.773277, -536.954654, -518.181377, 680.157049, 567.330303, 0.000663, 0.003148, 4.001387
18.767265, -536.993617, -518.226352, 679.858085, 567.148622, 0.000670, 0.003102, 4.001404
18.759967, -537.031178, -518.271211, 679.560117, 566.928065, 0.000676, 0.003059, 4.001422
18.750988, -537.066983, -518.315995, 679.263003, 566.656724, 0.000682, 0.003016, 4.001439
18.739928, -537.100439, -518.360511, 678.966571, 566.322485, 0.000688, 0.002975, 4.001456
18.726423, -537.131219, -518.404796, 678.670623, 565.914370, 0.000694, 0.002936, 4.001473
18.710140, -537.158946, -518.448806, 678.374935, 565.422296, 0.000700, 0.002899, 4.001489
18.690771, -537.183215, -518.492444, 678.079263, 564.836961, 0.000705, 0.002865, 4.001505
18.668045, -537.203769, -518.535724, 677.783344, 564.150180, 0.000711, 0.002834, 4.001522
18.641736, -537.220219, -518.578483, 677.486898, 563.355123, 0.000716, 0.002805, 4.001538
18.611683, -537.232393, -518.620710, 677.189637, 562.446921, 0.000722, 0.002779, 4.001553
18.577793, -537.240109, -518.662316, 676.891268, 561.422748, 0.000727, 0.002755, 4.001569
18.540063, -537.243288, -518.703225, 676.591503, 560.282531, 0.000732, 0.002733, 4.001584
18.498594, -537.241928, -518.743334, 676.290062, 559.029358, 0.000737, 0.002714, 4.001600
18.453581, -537.236206, -518.782625, 675.986683, 557.669052, 0.000742, 0.002697, 4.001615
18.405283, -537.226333, -518.821051, 675.681129, 556.209465, 0.000747, 0.002682, 4.001630
18.354045, -537.212460, -518.858415, 675.373190, 554.661065, 0.000752, 0.002668, 4.001645
18.300306, -537.195047, -518.894741, 675.062692, 553.037051, 0.000757, 0.002656, 4.001660
18.244565, -537.174564, -518.930000, 674.749502, 551.352554, 0.000762, 0.002645, 4.001675
18.187368, -537.151468, -518.964100, 674.433528, 549.624065, 0.000766, 0.002634, 4.001690
18.129301, -537.126371, -518.997070, 674.114727, 547.869269, 0.000771, 0.002624, 4.001705
18.070975, -537.099831, -519.028856, 673.793099, 546.106660, 0.000776, 0.002614, 4.001720
18.013020, -537.072526, -519.059506, 673.468693, 544.355258, 0.000780, 0.002603, 4.001734
17.956070, -537.045041, -519.088971, 673.141607, 542.634209, 0.000785, 0.002591, 4.001749
17.900743, -537.018036, -519.117293, 672.811982, 540.962217, 0.000789, 0.002579, 4.001764
17.847644, -536.992160, -519.144517, 672.480006, 539.357569, 0.000794, 0.002565, 4.001778
17.797357, -536.968010, -519.170652, 672.145907, 537.837905, 0.000798, 0.002550, 4.001792
17.750431, -536.946262, -519.195831, 671.809951, 536.419775, 0.000802, 0.002533, 4.001807
17.707343, -536.927392, -519.220049, 671.472439, 535.117672, 0.000807, 0.002515, 4.001821
17.668495, -536.911920, -519.243425, 671.133698, 533.943660, 0.000811, 0.002495, 4.001835
17.634186, -536.900195, -519.266009, 670.794074, 532.906846, 0.000815, 0.002473, 4.001849
17.604634, -536.892612, -519.287978, 670.453927, 532.013784, 0.000819, 0.002449, 4.001863
17.579984, -536.889262, -519.309279, 670.113621, 531.268848, 0.000823, 0.002422, 4.001877
17.560287, -536.890387, -519.330100, 669.773523, 530.673616, 0.000827, 0.002395, 4.001891
17.545506, -536.896066, -519.350560, 669.433994, 530.226930, 0.000830, 0.002365, 4.001904
17.535519, -536.906299, -519.370780, 669.095380, 529.925139, 0.000834, 0.002335, 4.001917
17.530112, -536.920809, -519.390697, 668.758011, 529.761730, 0.000837, 0.002303, 4.001930
17.528977, -536.939505, -519.410529, 668.422188, 529.727412, 0.000841, 0.002270, 4.001943
17.531739, -536.962145, -519.430407, 668.088185, 529.810882, 0.000844, 0.002236, 4.001956
17.537990, -536.988253, -519.450263, 667.756241, 529.999796, 0.000848, 0.002200, 4.001969
17.547283, -537.017623, -519.470340, 667.426564, 530.280640, 0.000851, 0.002164, 4.001981
17.559114, -537.049655, -519.490540, 667.099319, 530.638183, 0.000854, 0.002127, 4.001993
17.572935, -537.083902, -519.510967, 666.774633, 531.055846, 0.000857, 0.002088, 4.002005
17.588178, -537.119869, -519.531691, 666.452590, 531.516490, 0.000860, 0.002049, 4.002017
17.604282, -537.156985, -519.552703, 666.133232, 532.003154, 0.000862, 0.002009, 4.002028
17.620709, -537.194746, -519.574037, 665.816565, 532.499589, 0.000865, 0.001969, 4.002040
17.636968, -537.232665, -519.595697, 665.502556, 532.990924, 0.000867, 0.001929, 4.002051
17.652594, -537.270228, -519.617634, 665.191142, 533.463129, 0.000870, 0.001889, 4.002062
17.667154, -537.307093, -519.639939, 664.882230, 533.903137, 0.000872, 0.001848, 4.002072
17.680274, -537.342764, -519.662491, 664.575698, 534.299622, 0.000874, 0.001808, 4.002083
17.691636, -537.376911, -519.685274, 664.271406, 534.643009, 0.000876, 0.001769, 4.002093
17.701009, -537.409336, -519.708327, 663.969197, 534.926240, 0.000878, 0.001730, 4.002103
17.708248, -537.439782, -519.731534, 663.668908, 535.145001, 0.000880, 0.001691, 4.002113
17.713257, -537.468089, -519.754832, 663.370367, 535.296371, 0.000882, 0.001652, 4.002122
17.715985, -537.494199, -519.778214, 663.073403, 535.378826, 0.000884, 0.001614, 4.002131
17.716449, -537.518134, -519.801685, 662.777846, 535.392862, 0.000885, 0.001576, 4.002140
17.714729, -537.539901, -519.825173, 662.483534, 535.340864, 0.000887, 0.001538, 4.002149
17.710943, -537.559526, -519.848582, 662.190315, 535.226461, 0.000888, 0.001500, 4.002158
17.705225, -537.577141, -519.871916, 661.898047, 535.053655, 0.000890, 0.001462, 4.002166
17.697698, -537.592803, -519.895106, 661.606598, 534.826176, 0.000891, 0.001424, 4.002175
17.688456, -537.606607, -519.918151, 661.315843, 534.546893, 0.000892, 0.001386, 4.002183
17.677561, -537.618610, -519.941048, 661.025665, 534.217658, 0.000893, 0.001349, 4.002190
17.665046, -537.628803, -519.963758, 660.735947, 533.839432, 0.000894, 0.001312, 4.002198
17.650898, -537.637016, -519.986118, 660.446574, 533.411882, 0.000895, 0.001274, 4.002205
17.635044, -537.643248, -520.008205, 660.157427, 532.932777, 0.000896, 0.001237, 4.002212
17.617329, -537.647340, -520.030012, 659.868377, 532.397416, 0.000896, 0.001200, 4.002219
17.597523, -537.648978, -520.051455, 659.579281, 531.798900, 0.000897, 0.001162, 4.002226
17.575339, -537.647852, -520.072513, 659.289978, 531.128497, 0.000897, 0.001125, 4.002233
17.550428, -537.643515, -520.093086, 659.000283, 530.375682, 0.000898, 0.001088, 4.002239
17.522391, -537.635541, -520.113150, 658.709987, 529.528409, 0.000898, 0.001050, 4.002245
17.490808, -537.623503, -520.132695, 658.418855, 528.573945, 0.000898, 0.001013, 4.002251
17.455273, -537.606866, -520.151593, 658.126625, 527.500072, 0.000899, 0.000976, 4.002257
17.415423, -537.585195, -520.169771, 657.833016, 526.295824, 0.000899, 0.000940, 4.002262
17.370945, -537.558114, -520.187169, 657.537724, 524.951685, 0.000899, 0.000905, 4.002268
17.321606, -537.525237, -520.203631, 657.240435, 523.460661, 0.000899, 0.000869, 4.002273
17.267295, -537.486359, -520.219064, 656.940831, 521.819370, 0.000899, 0.000834, 4.002277
17.208025, -537.441433, -520.233409, 656.638596, 520.028210, 0.000898, 0.000799, 4.002282
17.143958, -537.390531, -520.246573, 656.333427, 518.092124, 0.000898, 0.000765, 4.002287
17.075434, -537.333855, -520.258421, 656.025049, 516.021299, 0.000898, 0.000730, 4.002291
17.002984, -537.271886, -520.268903, 655.713222, 513.831861, 0.000897, 0.000697, 4.002295
16.927339, -537.205268, -520.277929, 655.397757, 511.545876, 0.000897, 0.000663, 4.002299
16.849410, -537.134874, -520.285464, 655.078528, 509.190844, 0.000896, 0.000629, 4.002303
16.770287, -537.061673, -520.291386, 654.755481, 506.799742, 0.000895, 0.000595, 4.002306
16.691223, -536.987007, -520.295783, 654.428644, 504.410426, 0.000895, 0.000560, 4.002310
16.613612, -536.912162, -520.298549, 654.098137, 502.065010, 0.000894, 0.000524, 4.002313
16.538951, -536.838710, -520.299759, 653.764177, 499.808745, 0.000893, 0.000487, 4.002316
16.468800, -536.768248, -520.299448, 653.427081, 497.688782, 0.000892, 0.000448, 4.002318
16.404736, -536.702526, -520.297790, 653.087266, 495.752742, 0.000891, 0.000408, 4.002321
16.348288, -536.643166, -520.294879, 652.745244, 494.046874, 0.000890, 0.000365, 4.002323
16.300884, -536.591706, -520.290822, 652.401615, 492.614329, 0.000889, 0.000321, 4.002325
16.263801, -536.549638, -520.285837, 652.057058, 491.493678, 0.000887, 0.000275, 4.002327
16.238117, -536.518237, -520.280120, 651.712316, 490.717503, 0.000886, 0.000226, 4.002329
16.224660, -536.498568, -520.273907, 651.368176, 490.310851, 0.000884, 0.000175, 4.002330
16.223964, -536.491418, -520.267455, 651.025456, 490.289789, 0.000883, 0.000122, 4.002331
16.236228, -536.497232, -520.261004, 650.684978, 490.660415, 0.000881, 0.000067, 4.002332
16.261324, -536.516141, -520.254817, 650.347550, 491.418825, 0.000879, 0.000010, 4.002332
16.298794, -536.547895, -520.249101, 650.013943, 492.551186, 0.000877, -0.000049, 4.002332
16.347872, -536.592100, -520.244228, 649.684872, 494.034312, 0.000875, -0.000109, 4.002332
16.407513, -536.647857, -520.240343, 649.360981, 495.836685, 0.000873, -0.000171, 4.002331
16.476428, -536.714078, -520.237651, 649.042826, 497.919285, 0.000871, -0.000235, 4.002330
16.553111, -536.789464, -520.236353, 648.730863, 500.236651, 0.000868, -0.000299, 4.002329
16.635909, -536.872537, -520.236629, 648.425441, 502.738807, 0.000866, -0.000363, 4.002327
16.723079, -536.961693, -520.238614, 648.126793, 505.373106, 0.000863, -0.000428, 4.002325
16.812828, -537.055107, -520.242279, 647.835040, 508.085332, 0.000860, -0.000493, 4.002323
16.903363, -537.151216, -520.247853, 647.550188, 510.821303, 0.000857, -0.000557, 4.002320
16.992940, -537.248155, -520.255215, 647.272134, 513.528333, 0.000854, -0.000621, 4.002317
17.079884, -537.344283, -520.264399, 647.000672, 516.155785, 0.000851, -0.000683, 4.002313
17.162616, -537.437916, -520.275300, 646.735497, 518.655954, 0.000848, -0.000743, 4.002309
17.239681, -537.527592, -520.287911, 646.476217, 520.984857, 0.000844, -0.000803, 4.002305
17.309767, -537.611833, -520.302065, 646.222362, 523.102884, 0.000841, -0.000859, 4.002301
17.371715, -537.689291, -520.317575, 645.973394, 524.974965, 0.000837, -0.000913, 4.002296
17.424527, -537.758867, -520.334340, 645.728717, 526.570941, 0.000833, -0.000964, 4.002291
17.467363, -537.819546, -520.352183, 645.487688, 527.865441, 0.000830, -0.001012, 4.002285
17.499537, -537.870364, -520.370827, 645.249627, 528.837758, 0.000826, -0.001056, 4.002280
17.520540, -537.910703, -520.390163, 645.013828, 529.472451, 0.000822, -0.001097, 4.002274
17.530026, -537.939901, -520.409875, 644.779571, 529.759127, 0.000818, -0.001134, 4.002268
17.527831, -537.957613, -520.429782, 644.546129, 529.692798, 0.000814, -0.001167, 4.002261
17.513985, -537.963572, -520.449587, 644.312785, 529.274353, 0.000810, -0.001197, 4.002255
17.488695, -537.957815, -520.469120, 644.078841, 528.510102, 0.000806, -0.001223, 4.002248
