its, t_max, delta_t, its_eq, -, -, -, -, -, -, -, -
20000, 20, 0.001000, 20000, 0, 0, 0, 0, 0, 0, 0, 0
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
-0.138478, -0.356218, -1.495782, 1.281069, 0.646183, 13.701764, 1.744099, 4.353619, 10.150277, 1.123934, 7.605755, 1.553880
-0.135370, -0.352890, -1.497213, 1.274562, 0.639827, 13.697287, 1.751874, 4.353004, 10.150166, 1.122358, 7.600509, 1.548543
-0.132789, -0.349576, -1.498331, 1.268117, 0.633364, 13.692847, 1.759853, 4.352304, 10.150362, 1.120941, 7.595176, 1.543214
-0.130746, -0.346280, -1.499136, 1.261740, 0.626816, 13.688459, 1.768023, 4.351519, 10.150860, 1.119679, 7.589758, 1.537904
-0.129253, -0.343004, -1.499630, 1.255433, 0.620205, 13.684133, 1.776372, 4.350655, 10.151659, 1.118567, 7.584256, 1.532621
-0.128312, -0.339753, -1.499820, 1.249202, 0.613553, 13.679884, 1.784889, 4.349714, 10.152755, 1.117601, 7.578673, 1.527377
-0.127922, -0.336531, -1.499713, 1.243053, 0.606882, 13.675726, 1.793559, 4.348702, 10.154141, 1.116778, 7.573011, 1.522180
-0.128079, -0.333340, -1.499321, 1.236990, 0.600214, 13.671671, 1.802367, 4.347623, 10.155813, 1.116095, 7.567272, 1.517041
-0.128771, -0.330186, -1.498659, 1.231021, 0.593570, 13.667736, 1.811299, 4.346484, 10.157764, 1.115548, 7.561459, 1.511968
-0.129983, -0.327072, -1.497742, 1.225151, 0.586972, 13.663933, 1.820337, 4.345291, 10.159987, 1.115135, 7.555575, 1.506970
-0.131696, -0.324003, -1.496594, 1.219387, 0.580439, 13.660279, 1.829466, 4.344052, 10.162472, 1.114855, 7.549624, 1.502055
-0.133886, -0.320986, -1.495236, 1.213737, 0.573992, 13.656787, 1.838667, 4.342774, 10.165211, 1.114704, 7.543609, 1.497232
-0.136526, -0.318024, -1.493696, 1.208207, 0.567651, 13.653473, 1.847922, 4.341467, 10.168194, 1.114683, 7.537535, 1.492508
-0.139585, -0.315125, -1.492002, 1.202805, 0.561434, 13.650350, 1.857213, 4.340139, 10.171409, 1.114790, 7.531405, 1.487889
-0.143029, -0.312294, -1.490188, 1.197536, 0.555357, 13.647433, 1.866518, 4.338800, 10.174844, 1.115024, 7.525224, 1.483384
-0.146823, -0.309540, -1.488286, 1.192407, 0.549439, 13.644735, 1.875818, 4.337462, 10.178486, 1.115386, 7.518997, 1.478997
-0.150930, -0.306870, -1.486332, 1.187425, 0.543695, 13.642269, 1.885092, 4.336134, 10.182322, 1.115875, 7.512729, 1.474736
-0.155311, -0.304291, -1.484365, 1.182594, 0.538140, 13.640045, 1.894319, 4.334831, 10.186336, 1.116491, 7.506425, 1.470604
-0.159926, -0.301813, -1.482422, 1.177922, 0.532786, 13.638076, 1.903476, 4.333564, 10.190512, 1.117237, 7.500090, 1.466608
-0.164736, -0.299445, -1.480543, 1.173412, 0.527646, 13.636371, 1.912542, 4.332346, 10.194834, 1.118113, 7.493730, 1.462752
-0.169701, -0.297195, -1.478769, 1.169067, 0.522732, 13.634938, 1.921494, 4.331191, 10.199283, 1.119119, 7.487349, 1.459041
-0.174783, -0.295073, -1.477139, 1.164893, 0.518052, 13.633784, 1.930307, 4.330113, 10.203840, 1.120259, 7.480955, 1.455477
-0.179943, -0.293090, -1.475693, 1.160890, 0.513617, 13.632914, 1.938959, 4.329126, 10.208484, 1.121533, 7.474553, 1.452066
-0.185145, -0.291253, -1.474469, 1.157062, 0.509432, 13.632333, 1.947424, 4.328247, 10.213196, 1.122944, 7.468148, 1.448809
-0.190354, -0.289573, -1.473506, 1.153409, 0.505503, 13.632042, 1.955680, 4.327489, 10.217953, 1.124493, 7.461747, 1.445711
-0.195535, -0.288060, -1.472840, 1.149930, 0.501837, 13.632042, 1.963700, 4.326868, 10.222733, 1.126183, 7.455357, 1.442774
-0.200658, -0.286721, -1.472505, 1.146627, 0.498435, 13.632332, 1.971462, 4.326401, 10.227511, 1.128016, 7.448981, 1.440000
-0.205692, -0.285565, -1.472533, 1.143497, 0.495301, 13.632909, 1.978939, 4.326104, 10.232264, 1.129994, 7.442628, 1.437393
-0.210612, -0.284600, -1.472953, 1.140537, 0.492435, 13.633768, 1.986109, 4.325992, 10.236967, 1.132119, 7.436303, 1.434954
-0.215392, -0.283833, -1.473791, 1.137746, 0.489837, 13.634902, 1.992947, 4.326082, 10.241596, 1.134394, 7.430012, 1.432687
-0.220011, -0.283268, -1.475071, 1.135120, 0.487507, 13.636304, 1.999431, 4.326390, 10.246126, 1.136819, 7.423761, 1.430592
-0.224449, -0.282911, -1.476811, 1.132653, 0.485441, 13.637964, 2.005536, 4.326932, 10.250532, 1.139398, 7.417555, 1.428672
-0.228688, -0.282764, -1.479028, 1.130342, 0.483637, 13.639872, 2.011241, 4.327723, 10.254790, 1.142132, 7.411401, 1.426930
-0.232715, -0.282831, -1.481733, 1.128181, 0.482092, 13.642015, 2.016526, 4.328779, 10.258876, 1.145022, 7.405304, 1.425367
-0.236518, -0.283112, -1.484936, 1.126163, 0.480800, 13.644380, 2.021371, 4.330115, 10.262768, 1.148069, 7.399269, 1.423986
-0.240086, -0.283606, -1.488639, 1.124284, 0.479756, 13.646953, 2.025758, 4.331744, 10.266443, 1.151274, 7.393302, 1.422788
-0.243413, -0.284311, -1.492844, 1.122535, 0.478954, 13.649719, 2.029670, 4.333680, 10.269883, 1.154638, 7.387408, 1.421777
-0.246493, -0.285225, -1.497547, 1.120911, 0.478388, 13.652662, 2.033094, 4.335935, 10.273067, 1.158161, 7.381592, 1.420955
-0.249322, -0.286342, -1.502743, 1.119405, 0.478051, 13.655766, 2.036015, 4.338519, 10.275981, 1.161841, 7.375859, 1.420324
-0.251899, -0.287657, -1.508421, 1.118008, 0.477936, 13.659013, 2.038426, 4.341441, 10.278610, 1.165680, 7.370212, 1.419886
-0.254224, -0.289163, -1.514570, 1.116715, 0.478035, 13.662386, 2.040317, 4.344709, 10.280943, 1.169674, 7.364658, 1.419646
-0.256297, -0.290850, -1.521172, 1.115518, 0.478340, 13.665868, 2.041684, 4.348330, 10.282971, 1.173822, 7.359198, 1.419604
-0.258122, -0.292711, -1.528212, 1.114410, 0.478845, 13.669442, 2.042524, 4.352306, 10.284690, 1.178121, 7.353838, 1.419766
-0.259702, -0.294736, -1.535668, 1.113383, 0.479541, 13.673089, 2.042839, 4.356642, 10.286098, 1.182569, 7.348581, 1.420133
-0.261041, -0.296913, -1.543520, 1.112433, 0.480421, 13.676793, 2.042632, 4.361335, 10.287195, 1.187162, 7.343431, 1.420709
-0.262145, -0.299233, -1.551744, 1.111550, 0.481477, 13.680536, 2.041908, 4.366385, 10.287986, 1.191894, 7.338388, 1.421497
-0.263020, -0.301683, -1.560317, 1.110730, 0.482700, 13.684300, 2.040676, 4.371787, 10.288479, 1.196761, 7.333458, 1.422499
-0.263673, -0.304252, -1.569213, 1.109967, 0.484083, 13.688071, 2.038948, 4.377533, 10.288685, 1.201757, 7.328641, 1.423720
-0.264109, -0.306928, -1.578407, 1.109254, 0.485619, 13.691831, 2.036737, 4.383616, 10.288620, 1.206874, 7.323939, 1.425163
-0.264336, -0.309700, -1.587874, 1.108586, 0.487301, 13.695564, 2.034060, 4.390023, 10.288299, 1.212107, 7.319353, 1.426829
-0.264361, -0.312555, -1.597588, 1.107957, 0.489120, 13.699257, 2.030934, 4.396740, 10.287743, 1.217445, 7.314885, 1.428723
-0.264191, -0.315482, -1.607524, 1.107364, 0.491071, 13.702894, 2.027379, 4.403753, 10.286976, 1.222881, 7.310535, 1.430847
-0.263832, -0.318471, -1.617657, 1.106802, 0.493145, 13.706461, 2.023417, 4.411042, 10.286023, 1.228404, 7.306304, 1.433204
-0.263292, -0.321509, -1.627963, 1.106266, 0.495337, 13.709945, 2.019071, 4.418588, 10.284910, 1.234003, 7.302189, 1.435795
-0.262577, -0.324586, -1.638418, 1.105752, 0.497640, 13.713334, 2.014364, 4.426367, 10.283669, 1.239668, 7.298192, 1.438624
-0.261693, -0.327692, -1.649001, 1.105258, 0.500047, 13.716617, 2.009322, 4.434357, 10.282329, 1.245386, 7.294309, 1.441691
-0.260646, -0.330818, -1.659689, 1.104779, 0.502553, 13.719780, 2.003969, 4.442531, 10.280923, 1.251145, 7.290540, 1.444999
-0.259441, -0.333955, -1.670463, 1.104314, 0.505151, 13.722815, 1.998332, 4.450862, 10.279484, 1.256930, 7.286881, 1.448549
-0.258084, -0.337094, -1.681304, 1.103860, 0.507836, 13.725712, 1.992436, 4.459322, 10.278047, 1.262728, 7.283330, 1.452341
-0.256578, -0.340226, -1.692193, 1.103414, 0.510603, 13.728459, 1.986306, 4.467882, 10.276645, 1.268523, 7.279883, 1.456376
-0.254927, -0.343346, -1.703116, 1.102975, 0.513445, 13.731050, 1.979968, 4.476510, 10.275313, 1.274300, 7.276537, 1.460655
-0.253137, -0.346446, -1.714056, 1.102542, 0.516357, 13.733476, 1.973447, 4.485177, 10.274085, 1.280044, 7.273286, 1.465178
-0.251209, -0.349519, -1.725000, 1.102111, 0.519335, 13.735729, 1.966767, 4.493852, 10.272996, 1.285738, 7.270127, 1.469944
-0.249146, -0.352561, -1.735934, 1.101683, 0.522372, 13.737802, 1.959951, 4.502503, 10.272079, 1.291366, 7.267054, 1.474952
-0.246952, -0.355566, -1.746848, 1.101256, 0.525465, 13.739689, 1.953022, 4.511099, 10.271365, 1.296909, 7.264063, 1.480201
-0.244629, -0.358529, -1.757731, 1.100828, 0.528607, 13.741383, 1.946002, 4.519610, 10.270886, 1.302352, 7.261147, 1.485691
-0.242178, -0.361445, -1.768572, 1.100400, 0.531795, 13.742879, 1.938911, 4.528007, 10.270670, 1.307677, 7.258301, 1.491419
-0.239602, -0.364312, -1.779362, 1.099969, 0.535022, 13.744172, 1.931768, 4.536261, 10.270745, 1.312868, 7.255520, 1.497385
-0.236903, -0.367125, -1.790094, 1.099535, 0.538285, 13.745256, 1.924592, 4.544344, 10.271135, 1.317906, 7.252797, 1.503585
-0.234081, -0.369881, -1.800759, 1.099097, 0.541579, 13.746127, 1.917399, 4.552231, 10.271863, 1.322775, 7.250128, 1.510018
-0.231138, -0.372576, -1.811349, 1.098655, 0.544898, 13.746782, 1.910204, 4.559899, 10.272949, 1.327460, 7.247506, 1.516682
-0.228077, -0.375208, -1.821858, 1.098208, 0.548238, 13.747216, 1.903023, 4.567325, 10.274408, 1.331944, 7.244929, 1.523573
-0.224898, -0.377775, -1.832280, 1.097755, 0.551595, 13.747426, 1.895869, 4.574492, 10.276254, 1.336213, 7.242392, 1.530688
-0.221603, -0.380273, -1.842609, 1.097295, 0.554964, 13.747408, 1.888753, 4.581381, 10.278499, 1.340254, 7.239890, 1.538024
-0.218194, -0.382701, -1.852837, 1.096827, 0.558340, 13.747161, 1.881686, 4.587979, 10.281148, 1.344054, 7.237422, 1.545578
-0.214672, -0.385057, -1.862962, 1.096352, 0.561719, 13.746681, 1.874677, 4.594276, 10.284205, 1.347600, 7.234984, 1.553346
-0.211040, -0.387339, -1.872976, 1.095867, 0.565095, 13.745966, 1.867735, 4.600261, 10.287670, 1.350882, 7.232576, 1.561324
-0.207299, -0.389545, -1.882874, 1.095373, 0.568466, 13.745014, 1.860869, 4.605930, 10.291540, 1.353890, 7.230197, 1.569509
-0.203453, -0.391674, -1.892653, 1.094868, 0.571825, 13.743823, 1.854084, 4.611278, 10.295807, 1.356617, 7.227846, 1.577897
-0.199502, -0.393724, -1.902306, 1.094352, 0.575169, 13.742392, 1.847387, 4.616307, 10.300462, 1.359055, 7.225525, 1.586484
-0.195450, -0.395694, -1.911829, 1.093823, 0.578494, 13.740719, 1.840783, 4.621017, 10.305492, 1.361201, 7.223236, 1.595266
-0.191300, -0.397583, -1.921218, 1.093280, 0.581794, 13.738804, 1.834279, 4.625412, 10.310881, 1.363049, 7.220981, 1.604239
-0.187055, -0.399390, -1.930467, 1.092723, 0.585066, 13.736645, 1.827877, 4.629499, 10.316612, 1.364599, 7.218765, 1.613397
-0.182719, -0.401114, -1.939573, 1.092151, 0.588306, 13.734242, 1.821583, 4.633286, 10.322663, 1.365850, 7.216592, 1.622737
-0.178294, -0.402755, -1.948530, 1.091560, 0.591509, 13.731595, 1.815401, 4.636781, 10.329014, 1.366804, 7.214468, 1.632253
-0.173785, -0.404312, -1.957334, 1.090952, 0.594671, 13.728703, 1.809334, 4.639995, 10.335642, 1.367463, 7.212399, 1.641941
-0.169197, -0.405784, -1.965980, 1.090323, 0.597788, 13.725565, 1.803385, 4.642941, 10.342522, 1.367833, 7.210394, 1.651794
-0.164534, -0.407171, -1.974464, 1.089673, 0.600857, 13.722184, 1.797558, 4.645630, 10.349629, 1.367919, 7.208460, 1.661807
-0.159802, -0.408474, -1.982781, 1.089000, 0.603874, 13.718558, 1.791856, 4.648076, 10.356938, 1.367729, 7.206606, 1.671974
-0.155005, -0.409691, -1.990926, 1.088302, 0.606835, 13.714688, 1.786282, 4.650292, 10.364424, 1.367272, 7.204840, 1.682288
-0.150151, -0.410824, -1.998895, 1.087577, 0.609736, 13.710576, 1.780838, 4.652292, 10.372061, 1.366558, 7.203174, 1.692743
-0.145244, -0.411871, -2.006682, 1.086823, 0.612576, 13.706222, 1.775528, 4.654089, 10.379826, 1.365600, 7.201616, 1.703332
-0.140293, -0.412835, -2.014283, 1.086039, 0.615350, 13.701627, 1.770353, 4.655699, 10.387693, 1.364410, 7.200176, 1.714048
-0.135303, -0.413714, -2.021694, 1.085221, 0.618055, 13.696793, 1.765315, 4.657134, 10.395641, 1.363001, 7.198866, 1.724883
-0.130284, -0.414511, -2.028908, 1.084369, 0.620690, 13.691721, 1.760416, 4.658407, 10.403645, 1.361388, 7.197694, 1.735830
-0.125242, -0.415224, -2.035921, 1.083480, 0.623251, 13.686412, 1.755659, 4.659532, 10.411686, 1.359586, 7.196669, 1.746881
-0.120186, -0.415856, -2.042727, 1.082552, 0.625737, 13.680868, 1.751045, 4.660520, 10.419744, 1.357610, 7.195802, 1.758027
-0.115125, -0.416407, -2.049322, 1.081582, 0.628146, 13.675092, 1.746574, 4.661385, 10.427800, 1.355477, 7.195100, 1.769261
-0.110068, -0.416878, -2.055699, 1.080568, 0.630476, 13.669084, 1.742248, 4.662138, 10.435836, 1.353203, 7.194570, 1.780573
-0.105024, -0.417270, -2.061854, 1.079509, 0.632725, 13.662847, 1.738068, 4.662788, 10.443838, 1.350805, 7.194220, 1.791955
-0.100003, -0.417585, -2.067781, 1.078401, 0.634894, 13.656383, 1.734035, 4.663348, 10.451789, 1.348299, 7.194055, 1.803399
-0.095015, -0.417823, -2.073475, 1.077242, 0.636981, 13.649694, 1.730148, 4.663826, 10.459677, 1.345703, 7.194081, 1.814894
-0.090069, -0.417987, -2.078929, 1.076030, 0.638985, 13.642783, 1.726409, 4.664233, 10.467491, 1.343031, 7.194299, 1.826431
-0.085176, -0.418077, -2.084139, 1.074763, 0.640907, 13.635652, 1.722816, 4.664575, 10.475218, 1.340302, 7.194713, 1.838002
-0.080346, -0.418095, -2.089099, 1.073438, 0.642747, 13.628304, 1.719369, 4.664863, 10.482849, 1.337529, 7.195323, 1.849595
-0.075589, -0.418043, -2.093803, 1.072053, 0.644504, 13.620741, 1.716070, 4.665104, 10.490375, 1.334728, 7.196129, 1.861203
-0.070915, -0.417922, -2.098245, 1.070606, 0.646180, 13.612966, 1.712916, 4.665305, 10.497787, 1.331915, 7.197127, 1.872815
-0.066334, -0.417733, -2.102421, 1.069094, 0.647776, 13.604983, 1.709907, 4.665473, 10.505079, 1.329102, 7.198315, 1.884420
-0.061856, -0.417478, -2.106325, 1.067517, 0.649292, 13.596793, 1.707043, 4.665615, 10.512243, 1.326303, 7.199687, 1.896010
-0.057490, -0.417159, -2.109952, 1.065872, 0.650731, 13.588400, 1.704323, 4.665738, 10.519272, 1.323530, 7.201237, 1.907575
-0.053246, -0.416777, -2.113297, 1.064157, 0.652093, 13.579807, 1.701746, 4.665848, 10.526159, 1.320795, 7.202955, 1.919104
-0.049131, -0.416334, -2.116354, 1.062370, 0.653382, 13.571018, 1.699312, 4.665952, 10.532898, 1.318109, 7.204832, 1.930589
-0.045155, -0.415831, -2.119120, 1.060511, 0.654599, 13.562036, 1.697020, 4.666056, 10.539483, 1.315481, 7.206858, 1.942019
-0.041324, -0.415269, -2.121589, 1.058577, 0.655747, 13.552865, 1.694870, 4.666165, 10.545905, 1.312920, 7.209018, 1.953385
-0.037646, -0.414651, -2.123759, 1.056568, 0.656828, 13.543508, 1.692861, 4.666288, 10.552159, 1.310435, 7.211300, 1.964677
-0.034127, -0.413976, -2.125626, 1.054481, 0.657846, 13.533971, 1.690993, 4.666429, 10.558237, 1.308033, 7.213689, 1.975888
-0.030772, -0.413246, -2.127185, 1.052317, 0.658804, 13.524256, 1.689266, 4.666597, 10.564130, 1.305720, 7.216169, 1.987007
-0.027586, -0.412463, -2.128435, 1.050074, 0.659704, 13.514368, 1.687679, 4.666797, 10.569830, 1.303503, 7.218723, 1.998025
-0.024574, -0.411628, -2.129372, 1.047752, 0.660551, 13.504313, 1.686233, 4.667037, 10.575327, 1.301387, 7.221332, 2.008935
-0.021737, -0.410740, -2.129995, 1.045350, 0.661349, 13.494095, 1.684929, 4.667324, 10.580610, 1.299376, 7.223980, 2.019729
-0.019079, -0.409802, -2.130303, 1.042868, 0.662101, 13.483721, 1.683766, 4.667666, 10.585669, 1.297475, 7.226646, 2.030397
-0.016600, -0.408813, -2.130294, 1.040305, 0.662812, 13.473194, 1.682746, 4.668072, 10.590490, 1.295686, 7.229312, 2.040933
-0.014301, -0.407775, -2.129968, 1.037661, 0.663486, 13.462523, 1.681871, 4.668551, 10.595061, 1.294013, 7.231958, 2.051329
-0.012181, -0.406687, -2.129326, 1.034937, 0.664127, 13.451713, 1.681140, 4.669112, 10.599366, 1.292459, 7.234563, 2.061579
-0.010238, -0.405550, -2.128367, 1.032133, 0.664741, 13.440773, 1.680557, 4.669764, 10.603389, 1.291026, 7.237108, 2.071675
-0.008471, -0.404365, -2.127092, 1.029249, 0.665332, 13.429708, 1.680123, 4.670519, 10.607111, 1.289715, 7.239573, 2.081612
-0.006876, -0.403131, -2.125504, 1.026286, 0.665905, 13.418528, 1.679841, 4.671387, 10.610515, 1.288530, 7.241939, 2.091384
-0.005448, -0.401848, -2.123605, 1.023243, 0.666466, 13.407241, 1.679714, 4.672381, 10.613579, 1.287470, 7.244184, 2.100985
-0.004184, -0.400518, -2.121397, 1.020123, 0.667021, 13.395857, 1.679744, 4.673512, 10.616282, 1.286538, 7.246292, 2.110411
-0.003077, -0.399138, -2.118883, 1.016925, 0.667575, 13.384386, 1.679935, 4.674793, 10.618600, 1.285734, 7.248242, 2.119657
-0.002122, -0.397710, -2.116068, 1.013650, 0.668135, 13.372837, 1.680291, 4.676239, 10.620510, 1.285060, 7.250018, 2.128719
-0.001312, -0.396233, -2.112954, 1.010300, 0.668706, 13.361223, 1.680816, 4.677863, 10.621986, 1.284515, 7.251600, 2.137593
-0.000638, -0.394707, -2.109546, 1.006875, 0.669296, 13.349555, 1.681512, 4.679679, 10.623003, 1.284102, 7.252974, 2.146278
-0.000095, -0.393131, -2.105850, 1.003376, 0.669910, 13.337845, 1.682385, 4.681702, 10.623534, 1.283819, 7.254122, 2.154769
0.000327, -0.391506, -2.101870, 0.999804, 0.670558, 13.326108, 1.683439, 4.683948, 10.623552, 1.283668, 7.255029, 2.163065
0.000636, -0.389831, -2.097613, 0.996161, 0.671245, 13.314355, 1.684677, 4.686430, 10.623030, 1.283647, 7.255682, 2.171164
0.000841, -0.388106, -2.093083, 0.992447, 0.671979, 13.302603, 1.686104, 4.689163, 10.621941, 1.283757, 7.256066, 2.179064
0.000950, -0.386330, -2.088286, 0.988663, 0.672769, 13.290865, 1.687723, 4.692162, 10.620259, 1.283997, 7.256169, 2.186764
0.000973, -0.384505, -2.083230, 0.984810, 0.673622, 13.279157, 1.689537, 4.695440, 10.617960, 1.284366, 7.255978, 2.194264
0.000919, -0.382629, -2.077921, 0.980888, 0.674548, 13.267496, 1.691551, 4.699010, 10.615021, 1.284862, 7.255483, 2.201563
0.000796, -0.380703, -2.072366, 0.976898, 0.675553, 13.255898, 1.693766, 4.702882, 10.611419, 1.285484, 7.254673, 2.208659
0.000614, -0.378727, -2.066571, 0.972841, 0.676648, 13.244379, 1.696184, 4.707068, 10.607136, 1.286230, 7.253538, 2.215554
0.000382, -0.376701, -2.060544, 0.968715, 0.677841, 13.232956, 1.698805, 4.711576, 10.602156, 1.287097, 7.252070, 2.222247
0.000109, -0.374625, -2.054292, 0.964522, 0.679141, 13.221647, 1.701630, 4.716411, 10.596468, 1.288083, 7.250261, 2.228738
-0.000198, -0.372501, -2.047824, 0.960261, 0.680558, 13.210468, 1.704657, 4.721579, 10.590063, 1.289183, 7.248104, 2.235028
-0.000529, -0.370329, -2.041145, 0.955932, 0.682099, 13.199438, 1.707885, 4.727081, 10.582938, 1.290396, 7.245593, 2.241120
-0.000877, -0.368109, -2.034264, 0.951533, 0.683775, 13.188572, 1.711309, 4.732917, 10.575095, 1.291715, 7.242722, 2.247014
-0.001233, -0.365843, -2.027189, 0.947064, 0.685593, 13.177888, 1.714924, 4.739083, 10.566539, 1.293139, 7.239488, 2.252712
-0.001591, -0.363532, -2.019928, 0.942523, 0.687564, 13.167401, 1.718724, 4.745574, 10.557283, 1.294660, 7.235886, 2.258217
-0.001944, -0.361176, -2.012487, 0.937910, 0.689694, 13.157128, 1.722701, 4.752380, 10.547344, 1.296275, 7.231916, 2.263530
-0.002284, -0.358778, -2.004876, 0.933222, 0.691993, 13.147083, 1.726847, 4.759490, 10.536744, 1.297978, 7.227576, 2.268654
-0.002606, -0.356339, -1.997103, 0.928458, 0.694469, 13.137280, 1.731149, 4.766890, 10.525513, 1.299764, 7.222865, 2.273592
-0.002902, -0.353861, -1.989174, 0.923615, 0.697128, 13.127732, 1.735596, 4.774562, 10.513682, 1.301626, 7.217786, 2.278346
-0.003168, -0.351345, -1.981098, 0.918692, 0.699977, 13.118452, 1.740173, 4.782489, 10.501292, 1.303558, 7.212342, 2.282921
-0.003399, -0.348793, -1.972882, 0.913685, 0.703022, 13.109449, 1.744866, 4.790649, 10.488387, 1.305555, 7.206536, 2.287319
-0.003589, -0.346208, -1.964536, 0.908592, 0.706270, 13.100733, 1.749657, 4.799020, 10.475014, 1.307610, 7.200374, 2.291546
-0.003733, -0.343592, -1.956066, 0.903410, 0.709724, 13.092311, 1.754527, 4.807576, 10.461227, 1.309716, 7.193865, 2.295606
-0.003827, -0.340947, -1.947480, 0.898137, 0.713388, 13.084190, 1.759456, 4.816294, 10.447082, 1.311867, 7.187017, 2.299505
-0.003867, -0.338275, -1.938787, 0.892768, 0.717266, 13.076374, 1.764423, 4.825146, 10.432641, 1.314058, 7.179841, 2.303248
-0.003849, -0.335579, -1.929995, 0.887301, 0.721359, 13.068867, 1.769405, 4.834106, 10.417965, 1.316280, 7.172350, 2.306841
-0.003768, -0.332861, -1.921110, 0.881733, 0.725669, 13.061668, 1.774376, 4.843147, 10.403123, 1.318530, 7.164560, 2.310292
-0.003622, -0.330124, -1.912142, 0.876060, 0.730196, 13.054778, 1.779310, 4.852243, 10.388181, 1.320799, 7.156486, 2.313606
-0.003406, -0.327370, -1.903098, 0.870280, 0.734939, 13.048194, 1.784179, 4.861367, 10.373211, 1.323083, 7.148148, 2.316793
-0.003118, -0.324602, -1.893987, 0.864390, 0.739897, 13.041914, 1.788955, 4.870496, 10.358282, 1.325375, 7.139566, 2.319859
-0.002752, -0.321824, -1.884818, 0.858386, 0.745066, 13.035930, 1.793606, 4.879604, 10.343468, 1.327671, 7.130763, 2.322812
-0.002307, -0.319037, -1.875599, 0.852266, 0.750443, 13.030236, 1.798103, 4.888669, 10.328839, 1.329964, 7.121764, 2.325661
-0.001778, -0.316245, -1.866339, 0.846027, 0.756024, 13.024824, 1.802413, 4.897671, 10.314467, 1.332250, 7.112594, 2.328415
-0.001161, -0.313452, -1.857048, 0.839666, 0.761803, 13.019684, 1.806503, 4.906589, 10.300421, 1.334523, 7.103283, 2.331081
-0.000453, -0.310659, -1.847736, 0.833182, 0.767774, 13.014803, 1.810343, 4.915407, 10.286767, 1.336780, 7.093860, 2.333669
0.000351, -0.307871, -1.838413, 0.826572, 0.773930, 13.010171, 1.813899, 4.924109, 10.273569, 1.339015, 7.084355, 2.336187
0.001255, -0.305091, -1.829090, 0.819833, 0.780264, 13.005774, 1.817142, 4.932684, 10.260887, 1.341225, 7.074801, 2.338642
0.002263, -0.302322, -1.819780, 0.812965, 0.786767, 13.001597, 1.820042, 4.941122, 10.248775, 1.343405, 7.065233, 2.341042
0.003382, -0.299567, -1.810494, 0.805966, 0.793431, 12.997626, 1.822573, 4.949415, 10.237282, 1.345552, 7.055684, 2.343397
0.004616, -0.296830, -1.801247, 0.798834, 0.800247, 12.993844, 1.824711, 4.957561, 10.226451, 1.347663, 7.046189, 2.345711
0.005971, -0.294115, -1.792052, 0.791568, 0.807206, 12.990236, 1.826433, 4.965556, 10.216318, 1.349733, 7.036785, 2.347994
0.007454, -0.291425, -1.782925, 0.784168, 0.814299, 12.986783, 1.827724, 4.973401, 10.206910, 1.351761, 7.027507, 2.350250
0.009070, -0.288763, -1.773882, 0.776633, 0.821516, 12.983470, 1.828570, 4.981099, 10.198248, 1.353744, 7.018391, 2.352486
0.010828, -0.286134, -1.764940, 0.768962, 0.828848, 12.980279, 1.828962, 4.988654, 10.190345, 1.355680, 7.009474, 2.354707
0.012734, -0.283540, -1.756117, 0.761155, 0.836285, 12.977193, 1.828895, 4.996071, 10.183207, 1.357566, 7.000789, 2.356918
